package,tier,source_path,target_path,verdict,reason,bytes_raw,bytes_shipped
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/artifacts/v4-phase17-raw-manifest-v1.csv,data-frozen/empirical/artifacts/v4-phase17-raw-manifest-v1.csv,ship,SWMDK application locked artifacts,6274,6274
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/results/v4-phase17-category-profile-v1.csv,data-frozen/empirical/results/v4-phase17-category-profile-v1.csv,ship,SWMDK application results,2403,2403
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/results/v4-phase17-data-profile-v1.csv,data-frozen/empirical/results/v4-phase17-data-profile-v1.csv,ship,SWMDK application results,431,431
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/results/v4-phase17-icc-summary-v1.csv,data-frozen/empirical/results/v4-phase17-icc-summary-v1.csv,ship,SWMDK application results,142,142
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/results/v4-phase17-method-summary-v1.csv,data-frozen/empirical/results/v4-phase17-method-summary-v1.csv,ship,SWMDK application results,6081,6081
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/results/v4-phase17-quantile-stability-v1.csv,data-frozen/empirical/results/v4-phase17-quantile-stability-v1.csv,ship,SWMDK application results,990,990
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/results/v4-phase17-target-knot-diagnostics-v1.csv,data-frozen/empirical/results/v4-phase17-target-knot-diagnostics-v1.csv,ship,SWMDK application results,406,406
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/protocol/build-phase17-execution-code-lock-v1.R,provenance/governance/protocol/phase17/build-phase17-execution-code-lock-v1.R,ship,application protocol,4247,4247
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/protocol/build-phase17-protocol-lock-v1.R,provenance/governance/protocol/phase17/build-phase17-protocol-lock-v1.R,ship,application protocol,5783,5783
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/protocol/v4-phase17-execution-code-lock-v1.json,provenance/governance/protocol/phase17/v4-phase17-execution-code-lock-v1.json,ship,application protocol,3669,3669
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/protocol/v4-phase17-protocol-lock-receipt-v1.json,provenance/governance/protocol/phase17/v4-phase17-protocol-lock-receipt-v1.json,ship,application protocol,2318,2318
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/protocol/v4-phase17-swmdk-empirical-protocol-v1.yml,provenance/governance/protocol/phase17/v4-phase17-swmdk-empirical-protocol-v1.yml,ship,application protocol,4325,4325
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/protocol/v4-phase17-task-design-v1.csv,provenance/governance/protocol/phase17/v4-phase17-task-design-v1.csv,ship,application protocol,970,970
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/R/core/knot-diagnostics.R,reference-code/R/core/knot-diagnostics.R,ship,annotated reference implementation; never sourced (carries the ordinal-h defect banner),2146,3034
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/R/core/ordinal-h.R,reference-code/R/core/ordinal-h.R,ship,annotated reference implementation; never sourced (carries the ordinal-h defect banner),8053,12097
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/R/dgp/clustered-ordinal-dgp.R,reference-code/R/dgp/clustered-ordinal-dgp.R,ship,annotated reference implementation; never sourced (carries the ordinal-h defect banner),7013,7901
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/R/dgp/phase15-clustered-ordinal-dgp.R,reference-code/R/dgp/phase15-clustered-ordinal-dgp.R,ship,annotated reference implementation; never sourced (carries the ordinal-h defect banner),6594,7482
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/R/evaluation/intervals-and-comparators.R,reference-code/R/evaluation/intervals-and-comparators.R,ship,annotated reference implementation; never sourced (carries the ordinal-h defect banner),3666,4554
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/R/evaluation/phase15-calibration.R,reference-code/R/evaluation/phase15-calibration.R,ship,annotated reference implementation; never sourced (carries the ordinal-h defect banner),3002,3890
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/R/weights/cluster-weights.R,reference-code/R/weights/cluster-weights.R,ship,annotated reference implementation; never sourced (carries the ordinal-h defect banner),9060,9948
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/authorize-phase16-fresh-confirmation-v1.R,reference-code/phase16/authorize-phase16-fresh-confirmation-v1.R,ship,Phase 16 runner and evaluator scripts,4640,5383
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/build-phase16-protocol-ready-gate-v1.R,reference-code/phase16/build-phase16-protocol-ready-gate-v1.R,ship,Phase 16 runner and evaluator scripts,24453,25341
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/evaluate-phase16-confirmation-v1.R,reference-code/phase16/evaluate-phase16-confirmation-v1.R,ship,Phase 16 runner and evaluator scripts,9462,10350
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/finalize-phase16-confirmation-v1.R,reference-code/phase16/finalize-phase16-confirmation-v1.R,ship,Phase 16 runner and evaluator scripts,22499,23387
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/run-phase16-authorized-aws-v1.sh,reference-code/phase16/run-phase16-authorized-aws-v1.sh,ship,Phase 16 runner and evaluator scripts,1587,2475
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/run-phase16-aws-v1.sh,reference-code/phase16/run-phase16-aws-v1.sh,ship,Phase 16 runner and evaluator scripts,1179,2067
B,reference-code,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/run-phase16-cell-v1.R,reference-code/phase16/run-phase16-cell-v1.R,ship,Phase 16 runner and evaluator scripts,12356,13244
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/v4-phase16-confirmation-design-v1.csv,data-frozen/confirmatory/v4-phase16-confirmation-design-v1.csv,ship,"Phase 16 design, protocol and authority",1731,1731
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/v4-phase16-confirmation-protocol-v1.yml,data-frozen/confirmatory/v4-phase16-confirmation-protocol-v1.yml,ship,"Phase 16 design, protocol and authority",3024,3024
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/v4-phase16-fresh-confirmation-authority-v1.json,data-frozen/confirmatory/v4-phase16-fresh-confirmation-authority-v1.json,ship,"Phase 16 design, protocol and authority",2249,2133
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C001-receipt-v1.json,data-frozen/confirmatory-raw/P16-C001-receipt-v1.json,ship,per-cell truth and receipt provenance,834,834
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C001-replications-v1.csv,data-frozen/confirmatory-raw/P16-C001-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1451466,196551
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C001-truth-v1.csv,data-frozen/confirmatory-raw/P16-C001-truth-v1.csv,ship,per-cell truth and receipt provenance,409,409
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C002-receipt-v1.json,data-frozen/confirmatory-raw/P16-C002-receipt-v1.json,ship,per-cell truth and receipt provenance,835,835
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C002-replications-v1.csv,data-frozen/confirmatory-raw/P16-C002-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1533654,211481
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C002-truth-v1.csv,data-frozen/confirmatory-raw/P16-C002-truth-v1.csv,ship,per-cell truth and receipt provenance,407,407
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C003-receipt-v1.json,data-frozen/confirmatory-raw/P16-C003-receipt-v1.json,ship,per-cell truth and receipt provenance,835,835
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C003-replications-v1.csv,data-frozen/confirmatory-raw/P16-C003-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1572176,211453
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C003-truth-v1.csv,data-frozen/confirmatory-raw/P16-C003-truth-v1.csv,ship,per-cell truth and receipt provenance,410,410
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C004-receipt-v1.json,data-frozen/confirmatory-raw/P16-C004-receipt-v1.json,ship,per-cell truth and receipt provenance,835,835
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C004-replications-v1.csv,data-frozen/confirmatory-raw/P16-C004-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1567952,211350
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C004-truth-v1.csv,data-frozen/confirmatory-raw/P16-C004-truth-v1.csv,ship,per-cell truth and receipt provenance,410,410
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C005-receipt-v1.json,data-frozen/confirmatory-raw/P16-C005-receipt-v1.json,ship,per-cell truth and receipt provenance,835,835
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C005-replications-v1.csv,data-frozen/confirmatory-raw/P16-C005-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1438171,195051
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C005-truth-v1.csv,data-frozen/confirmatory-raw/P16-C005-truth-v1.csv,ship,per-cell truth and receipt provenance,377,377
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C006-receipt-v1.json,data-frozen/confirmatory-raw/P16-C006-receipt-v1.json,ship,per-cell truth and receipt provenance,834,834
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C006-replications-v1.csv,data-frozen/confirmatory-raw/P16-C006-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1531194,211134
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C006-truth-v1.csv,data-frozen/confirmatory-raw/P16-C006-truth-v1.csv,ship,per-cell truth and receipt provenance,407,407
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C007-receipt-v1.json,data-frozen/confirmatory-raw/P16-C007-receipt-v1.json,ship,per-cell truth and receipt provenance,835,835
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C007-replications-v1.csv,data-frozen/confirmatory-raw/P16-C007-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1568831,211666
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C007-truth-v1.csv,data-frozen/confirmatory-raw/P16-C007-truth-v1.csv,ship,per-cell truth and receipt provenance,408,408
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C008-receipt-v1.json,data-frozen/confirmatory-raw/P16-C008-receipt-v1.json,ship,per-cell truth and receipt provenance,835,835
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C008-replications-v1.csv,data-frozen/confirmatory-raw/P16-C008-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1470194,195380
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C008-truth-v1.csv,data-frozen/confirmatory-raw/P16-C008-truth-v1.csv,ship,per-cell truth and receipt provenance,405,405
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C009-receipt-v1.json,data-frozen/confirmatory-raw/P16-C009-receipt-v1.json,ship,per-cell truth and receipt provenance,835,835
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C009-replications-v1.csv,data-frozen/confirmatory-raw/P16-C009-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1540441,212603
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C009-truth-v1.csv,data-frozen/confirmatory-raw/P16-C009-truth-v1.csv,ship,per-cell truth and receipt provenance,407,407
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C010-receipt-v1.json,data-frozen/confirmatory-raw/P16-C010-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C010-replications-v1.csv,data-frozen/confirmatory-raw/P16-C010-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1473741,195675
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C010-truth-v1.csv,data-frozen/confirmatory-raw/P16-C010-truth-v1.csv,ship,per-cell truth and receipt provenance,407,407
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C011-receipt-v1.json,data-frozen/confirmatory-raw/P16-C011-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C011-replications-v1.csv,data-frozen/confirmatory-raw/P16-C011-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1513347,210205
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C011-truth-v1.csv,data-frozen/confirmatory-raw/P16-C011-truth-v1.csv,ship,per-cell truth and receipt provenance,377,377
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C012-receipt-v1.json,data-frozen/confirmatory-raw/P16-C012-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C012-replications-v1.csv,data-frozen/confirmatory-raw/P16-C012-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1583833,212444
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C012-truth-v1.csv,data-frozen/confirmatory-raw/P16-C012-truth-v1.csv,ship,per-cell truth and receipt provenance,406,406
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C013-receipt-v1.json,data-frozen/confirmatory-raw/P16-C013-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C013-replications-v1.csv,data-frozen/confirmatory-raw/P16-C013-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1541633,211391
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C013-truth-v1.csv,data-frozen/confirmatory-raw/P16-C013-truth-v1.csv,ship,per-cell truth and receipt provenance,407,407
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C014-receipt-v1.json,data-frozen/confirmatory-raw/P16-C014-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C014-replications-v1.csv,data-frozen/confirmatory-raw/P16-C014-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1571343,212258
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C014-truth-v1.csv,data-frozen/confirmatory-raw/P16-C014-truth-v1.csv,ship,per-cell truth and receipt provenance,409,409
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C015-receipt-v1.json,data-frozen/confirmatory-raw/P16-C015-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C015-replications-v1.csv,data-frozen/confirmatory-raw/P16-C015-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1478051,196841
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C015-truth-v1.csv,data-frozen/confirmatory-raw/P16-C015-truth-v1.csv,ship,per-cell truth and receipt provenance,407,407
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C016-receipt-v1.json,data-frozen/confirmatory-raw/P16-C016-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C016-replications-v1.csv,data-frozen/confirmatory-raw/P16-C016-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1584499,212047
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C016-truth-v1.csv,data-frozen/confirmatory-raw/P16-C016-truth-v1.csv,ship,per-cell truth and receipt provenance,409,409
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C017-receipt-v1.json,data-frozen/confirmatory-raw/P16-C017-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C017-replications-v1.csv,data-frozen/confirmatory-raw/P16-C017-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1552733,210518
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C017-truth-v1.csv,data-frozen/confirmatory-raw/P16-C017-truth-v1.csv,ship,per-cell truth and receipt provenance,373,373
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C018-receipt-v1.json,data-frozen/confirmatory-raw/P16-C018-receipt-v1.json,ship,per-cell truth and receipt provenance,835,835
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C018-replications-v1.csv,data-frozen/confirmatory-raw/P16-C018-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1583316,212536
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C018-truth-v1.csv,data-frozen/confirmatory-raw/P16-C018-truth-v1.csv,ship,per-cell truth and receipt provenance,407,407
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C019-receipt-v1.json,data-frozen/confirmatory-raw/P16-C019-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C019-replications-v1.csv,data-frozen/confirmatory-raw/P16-C019-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1580431,211642
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C019-truth-v1.csv,data-frozen/confirmatory-raw/P16-C019-truth-v1.csv,ship,per-cell truth and receipt provenance,411,411
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C020-receipt-v1.json,data-frozen/confirmatory-raw/P16-C020-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C020-replications-v1.csv,data-frozen/confirmatory-raw/P16-C020-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1468788,195171
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C020-truth-v1.csv,data-frozen/confirmatory-raw/P16-C020-truth-v1.csv,ship,per-cell truth and receipt provenance,407,407
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C021-receipt-v1.json,data-frozen/confirmatory-raw/P16-C021-receipt-v1.json,ship,per-cell truth and receipt provenance,836,836
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C021-replications-v1.csv,data-frozen/confirmatory-raw/P16-C021-replications-v1.csv.gz,gzip,"read by 01_build_key_numbers.R via list.files(); 86,400 rows derive the 48-row all-cell table",1546716,211780
B,confirmatory-raw,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/aws-raw/P16-C021-truth-v1.csv,data-frozen/confirmatory-raw/P16-C021-truth-v1.csv,ship,per-cell truth and receipt provenance,405,405
