"cell_id","stage","target","H","numerator","denominator","minimum_pair_denominator","minimum_internal_cdf_gap","exact_knot_count","near_knot_count"
"P16-C003","confirmation","respondent",0.404963893945164,7.64337163178905,18.8742051972269,1.64193672100154,9.17103023837795e-05,0,2
"P16-C003","confirmation","cluster",0.410204391938165,7.67162251454584,18.701951186574,1.61422949405968,8.66320165259227e-05,0,2
