"method_id","target_id","point_estimate","truth","bias","lower","upper","center","interval_length","se_equivalent","cover","defined_draws","total_draws","invalid_fraction","status","cell_id","replication","G","N","latent_icc","size_mechanism","strength","regularity","minimum_cluster_size","maximum_cluster_size","size_effect_correlation","sample_minimum_internal_cdf_gap","sample_exact_knot_count","replication_elapsed_seconds"
"V4-PRI-TWO-STAGE-HBB-RESP-v1","V4-TARGET-RESPONDENT-WEIGHTED-v1",0.482514183362184,0.472129190613404,0.0103849927487806,0.404691601643853,0.55340657315715,0.479049087400502,0.148714971513297,0.036639292729067,TRUE,199,199,0,"OK","P14-C008",1,30,600,0.17,"balanced","strong","regular",20,20,0,0.0033333333333333,0,0.097999999999999
"V4-SENS-TWO-STAGE-HBB-CLUSTER-v1","V4-TARGET-EQUAL-CLUSTER-v1",0.482514183362184,0.472129190613404,0.0103849927487806,0.401226778356487,0.56205539335928,0.481641085857883,0.160828615002793,0.0400586471389971,TRUE,199,199,0,"OK","P14-C008",1,30,600,0.17,"balanced","strong","regular",20,20,0,0.0033333333333333,0,0.097999999999999
"V4-CMP-ONE-STAGE-CLUSTER-BB-RESP-v1","V4-TARGET-RESPONDENT-WEIGHTED-v1",0.482514183362184,0.472129190613404,0.0103849927487806,0.439338802601906,0.52777739946947,0.483558101035688,0.0884385968675646,0.022583809545024,TRUE,199,199,0,"OK","P14-C008",1,30,600,0.17,"balanced","strong","regular",20,20,0,0.0033333333333333,0,0.097999999999999
"V4-CMP-IID-RESP-BB-v1","WORKING-INDEPENDENCE-RESPONDENT",0.482514183362184,0.472129190613404,0.0103849927487806,0.436777758913208,0.514505301775713,0.475641530344461,0.0777275428625051,0.019937150535277,TRUE,199,199,0,"OK","P14-C008",1,30,600,0.17,"balanced","strong","regular",20,20,0,0.0033333333333333,0,0.097999999999999
"V4-CMP-TWO-STAGE-FREQ-BOOT-RESP-v1","V4-TARGET-RESPONDENT-WEIGHTED-v1",0.482514183362184,0.472129190613404,0.0103849927487806,0.415438009032788,0.538079065400357,0.476758537216572,0.122641056367569,0.0312067186827804,TRUE,199,199,0,"OK","P14-C008",1,30,600,0.17,"balanced","strong","regular",20,20,0,0.0033333333333333,0,0.097999999999999
"V4-CMP-MOKKEN-TWOLEVEL-DELTA-v1","V4-TARGET-RESPONDENT-WEIGHTED-v1",0.482514183362187,0.472129190613404,0.010384992748783,0.421507553687385,0.543520813036988,0.482514183362187,0.122013259349603,0.0311264034217026,TRUE,,,0,"OK","P14-C008",1,30,600,0.17,"balanced","strong","regular",20,20,0,0.0033333333333333,0,0.097999999999999
"V4-PRI-TWO-STAGE-HBB-RESP-v1","V4-TARGET-RESPONDENT-WEIGHTED-v1",0.435127052978966,0.472129190613404,-0.0370021376344373,0.371910890150229,0.508305445985717,0.440108168067973,0.136394555835488,0.0324534598511562,TRUE,199,199,0,"OK","P14-C008",2,30,600,0.17,"balanced","strong","regular",20,20,0,0.00166666666666665,0,0.0980000000000025
"V4-SENS-TWO-STAGE-HBB-CLUSTER-v1","V4-TARGET-EQUAL-CLUSTER-v1",0.435127052978966,0.472129190613404,-0.0370021376344373,0.359525836422621,0.496838319741043,0.428182078081832,0.137312483318423,0.0333631743222121,TRUE,199,199,0,"OK","P14-C008",2,30,600,0.17,"balanced","strong","regular",20,20,0,0.00166666666666665,0,0.0980000000000025
"V4-CMP-ONE-STAGE-CLUSTER-BB-RESP-v1","V4-TARGET-RESPONDENT-WEIGHTED-v1",0.435127052978966,0.472129190613404,-0.0370021376344373,0.391620932103638,0.473459965364412,0.432540448734025,0.0818390332607739,0.0210011518510312,TRUE,199,199,0,"OK","P14-C008",2,30,600,0.17,"balanced","strong","regular",20,20,0,0.00166666666666665,0,0.0980000000000025
"V4-CMP-IID-RESP-BB-v1","WORKING-INDEPENDENCE-RESPONDENT",0.435127052978966,0.472129190613404,-0.0370021376344373,0.388338059452108,0.475170032696667,0.431754046074387,0.0868319732445596,0.0209659595261612,TRUE,199,199,0,"OK","P14-C008",2,30,600,0.17,"balanced","strong","regular",20,20,0,0.00166666666666665,0,0.0980000000000025
