"gamma_cluster","method_id","target","replications","coverage","coverage_mcse","mean_interval_length","median_interval_length","mean_bias","maximum_invalid_fraction","status_ok_fraction"
-1.5,"V4-P15-HBB-CLUSTER-GN150-v1","equal_cluster",6400,0.97375,0.00199847353857263,0.091031308238245,0.0886594541979649,-0.00126001906845264,0,1
-1.5,"V4-P15-HBB-RESP-GN150-v1","respondent",6400,0.97359375,0.00200425172917388,0.087676448804175,0.0853128289967178,-0.0012664690221289,0,1
0,"V4-P15-HBB-CLUSTER-G000-v1","equal_cluster",6400,0.99625,0.000764028948649856,0.121129719265479,0.115492381428687,-0.00126001906845264,0,1
0,"V4-P15-HBB-RESP-G000-v1","respondent",6400,0.9975,0.000624218261107437,0.116679065334847,0.11010771025036,-0.0012664690221289,0,1
