"task_id","batch_id","seed","first_draw_id","last_draw_id","draws","defined_draws","invalid_fraction","H_digest_sha256"
"P17-T09",1,2026165702,1,2000,2000,2000,0,"1782aa2412ae942959f9b099bc579d0a4dcdd565c35914f459f06639181b9ed1"
"P17-T09",2,2026165703,2001,4000,2000,2000,0,"c9b09ac7c1f7b5b5b04f727f53e38355c0003a23f5a3bd82d843b5824b7b03eb"
"P17-T09",3,2026165704,4001,6000,2000,2000,0,"0589412d79c68e552632a1f159cd89043711b544495f60460a55968078229ff8"
"P17-T09",4,2026165705,6001,8000,2000,2000,0,"02fb9db973bbb69295a0cefbfad308db5a5d88ad615141a2f0af5f9e823fa450"
"P17-T09",5,2026165706,8001,10000,2000,2000,0,"f3009ce784717c71a436ece0be9029ba832e2b4d2cc6500411c2a6dd271be47a"
"P17-T09",6,2026165707,10001,12000,2000,2000,0,"a6088c39bb53c3af9ea54d93293906ffcd57801bdb3f503a54fe1abee10286ce"
"P17-T09",7,2026165708,12001,14000,2000,2000,0,"62fd33c28d52c68244d9dc1efc43ae120d3b4d0999fe1c5175de621044627eab"
"P17-T09",8,2026165709,14001,16000,2000,2000,0,"9fb3aeee07e1cedf4de5cb9dab1a24ffe132a10ee83dd1e6cbdbd1ac02601c1f"
"P17-T09",9,2026165710,16001,18000,2000,2000,0,"ca1412b3e70351ffa92ba009acfe8f3f611426860065655c603e081f073d1177"
"P17-T09",10,2026165711,18001,20000,2000,2000,0,"af79ddde581a99734534b203b4beaf0a60a78f0ead4124849d7161486ee00867"
"P17-T09",11,2026165712,20001,22000,2000,2000,0,"deb19dd41ba4316ee3101055b123b2e14cb001969e99ba1da87ac86387e01554"
"P17-T09",12,2026165713,22001,24000,2000,2000,0,"b973e812302bb5e4b8d84917945b1fa2dc48f4a9d5955aa3cf2b91d824a1d3b7"
"P17-T09",13,2026165714,24001,26000,2000,2000,0,"7f615f4f06cb86369d5b7a1be48f857722933bcfe29e1c030f37b31f84f55d4c"
"P17-T09",14,2026165715,26001,28000,2000,2000,0,"cc04096e9914af05f19c1465e527f1329ce3d5f1f9d926a83f082e17298ff4c4"
"P17-T09",15,2026165716,28001,30000,2000,2000,0,"23dab7136a33c1a7fe3d688d953ece9f4ffea1f2830a9ddea5b76ec34c46c473"
"P17-T09",16,2026165717,30001,32000,2000,2000,0,"56c7d0bcea01e4abacc774f86920bbacb4bd58c15539c6d2fc02921789b19935"
"P17-T09",17,2026165718,32001,34000,2000,2000,0,"a41fc6b408693ae82b39c93c3083ebc2fa5b24be373f9c08c44e1fe493245e6d"
"P17-T09",18,2026165719,34001,36000,2000,2000,0,"5817267040f0167710beee791b27dc77edc61a7e321253470cd9d3c04bb1e862"
"P17-T09",19,2026165720,36001,38000,2000,2000,0,"bcc11641bd4b700d518b50e858d0db7b2a2a3b0df16e1730a91772dd3b8bed6d"
"P17-T09",20,2026165721,38001,40000,2000,2000,0,"c193fcb836587c1e7c46f1969be5463542e542516264b210fcd6c2aeb183b2f4"
"P17-T09",21,2026165722,40001,42000,2000,2000,0,"850e93eb1b7aee51449f54ba11a94d755f81f5c2ab6e57fc875d071f4df16fd1"
"P17-T09",22,2026165723,42001,44000,2000,2000,0,"969860180fc595e9fa27d2ce9719424682c9bbeb54d5627bf4e31a6616762735"
"P17-T09",23,2026165724,44001,46000,2000,2000,0,"693f49971254a51a998a274df47894ab4864e6379ebfa8426a595b064f646166"
"P17-T09",24,2026165725,46001,48000,2000,2000,0,"4f24fa63f86c4279b3c25fd5a944472c12c704a0e061119ed82108dc2e4239b3"
"P17-T09",25,2026165726,48001,50000,2000,2000,0,"8c1a0a20d1fdeb6fd0f59edc638d9654cb5403b3d086007a3a6cf31bc0b513e7"
"P17-T09",26,2026165727,50001,52000,2000,2000,0,"d541d8c1d15e132fd8375843047594c087d91f7bf549e334e41152c3d31d7cc9"
"P17-T09",27,2026165728,52001,54000,2000,2000,0,"938a84d2e13476d38e0ec4580c801ad68992517f5e8efb520b665a01ba90832d"
"P17-T09",28,2026165729,54001,56000,2000,2000,0,"6609ba1ca1fbc5af20742a58e156c5ac6b09fb14a5c34f247f5bdbfa6427ee13"
"P17-T09",29,2026165730,56001,58000,2000,2000,0,"05d20e8d1b6f475df0b2f459f8404ea9c07866db89c9eb240e7c10184d8b8ca4"
"P17-T09",30,2026165731,58001,60000,2000,2000,0,"efe87bf9905b78f2bad02e870da703b4a3a0c2e81cc9fbe815016bb5b14d3408"
"P17-T09",31,2026165732,60001,62000,2000,2000,0,"a42bbb10d5fac079b000b0660d7ff1b9d742b88e127bfb6aea05ec5baf32557d"
"P17-T09",32,2026165733,62001,64000,2000,2000,0,"7077a5eebfdf364b0076807df5b2f84c06494e6afd0ea35a382ffc0d2756eacd"
"P17-T09",33,2026165734,64001,66000,2000,2000,0,"4dabd0064bd3e2d47a6a8efe9a9e5bc3e03a9763c4c5ba0af2cf16fb84ce59b2"
"P17-T09",34,2026165735,66001,68000,2000,2000,0,"1fa3bad24f8dc1db54fa0c86e10e203b1bd88e46c44d43fc4f4f30ae82b7c7f2"
"P17-T09",35,2026165736,68001,70000,2000,2000,0,"257c3e3cff809f568704580fc8a08a96cb3f4d92bdc57b1e5df844d941ebb3b4"
"P17-T09",36,2026165737,70001,72000,2000,2000,0,"3739a516ee61edfc0ce650fba912ffc50cf294553e6ab71252b3e338105db757"
"P17-T09",37,2026165738,72001,74000,2000,2000,0,"a1834c76cd5120c1205042c1295d35f42b94dd608fb3477c5f7db58f9ee45b5a"
"P17-T09",38,2026165739,74001,76000,2000,2000,0,"ab265a7f26b0880fe863adbbd0df713e30bc56c624eadac031d49167dfb356b1"
"P17-T09",39,2026165740,76001,78000,2000,2000,0,"78fad22b04478e0561afea788fad5eeda2c250e3a83f9bc633512d7d827de731"
