"task_id","batch_id","seed","first_draw_id","last_draw_id","draws","defined_draws","invalid_fraction","H_digest_sha256"
"P17-T12",1,2026195702,1,2000,2000,2000,0,"27bd9fbf7deb86cd785267434ecff03dbe0e37841c47ce55d61503c6a7a42584"
"P17-T12",2,2026195703,2001,4000,2000,2000,0,"ba207b3e5c4900561a83c9d5af668044b1bcc8058136325016c2a9b820cf7f63"
"P17-T12",3,2026195704,4001,6000,2000,2000,0,"cf9cf07b7825cb345e2345bc79015840d50e4fe8531ea8cb5ae706f86b231cdb"
"P17-T12",4,2026195705,6001,8000,2000,2000,0,"4219767524b234c220c35b5cc11ce66536313eb82abb69c352ee1dde8de57ef7"
"P17-T12",5,2026195706,8001,10000,2000,2000,0,"1410581fc49f94adbecfda3656553961ab551aefa0c2a95dd22d2f982cea5c67"
"P17-T12",6,2026195707,10001,12000,2000,2000,0,"57e87f3a55ff90fd78d5903f795b09a17c7b85a2b87dda8dd74969ac1dd043c6"
"P17-T12",7,2026195708,12001,14000,2000,2000,0,"65277a0c92013f66793343a3d13f35d9035897f08239f903ec349924e1b7dd6b"
"P17-T12",8,2026195709,14001,16000,2000,2000,0,"a8481fc033e186a51b07f57dce51ab8e0f4a290a0815a09d1bf564d4d386870d"
"P17-T12",9,2026195710,16001,18000,2000,2000,0,"368ff1b669583a25194235a387ad4b85cce4b2126abe4f1b84b80f51536dee15"
"P17-T12",10,2026195711,18001,20000,2000,2000,0,"6061fe472c537f77289de6b0b42b802a42ee5d39b4ba689710b1953154ad271a"
"P17-T12",11,2026195712,20001,22000,2000,2000,0,"cac8b7dee7f1d03ade11a54b196ce4c515436dc5f1eedabce8194f85be6858dd"
"P17-T12",12,2026195713,22001,24000,2000,2000,0,"bf08ac6c117ac65a6b00041bf7cca52c6a9badc311aa0af741638bc61c4de37c"
"P17-T12",13,2026195714,24001,26000,2000,2000,0,"7fe1c6c2199b09a7599c49696674966a94b2bc88f5942090d3e0d428f0bef2ca"
"P17-T12",14,2026195715,26001,28000,2000,2000,0,"b04cf7deeba6fd0eb0164e564cf35b68c4b9fdb15c5aa9c7fdccc7e1788fdc62"
"P17-T12",15,2026195716,28001,30000,2000,2000,0,"a6df45d9d2bb753232ae309954b4ef5443db0d4cd41e416d8442e30cee4f1a29"
"P17-T12",16,2026195717,30001,32000,2000,2000,0,"7cc74036f1d8540b6a74e0ba343f36dbc24270f8334f95584bae0bdd3c36d3d6"
"P17-T12",17,2026195718,32001,34000,2000,2000,0,"819b0625de11fe0930f76bba3fb68d271171424ac9a8fba2ab53d3986b2999b6"
"P17-T12",18,2026195719,34001,36000,2000,2000,0,"66c1ff75e439cbe9272aa2b2212ec83b6fbbab81986e21a51ff45cc63b117f76"
"P17-T12",19,2026195720,36001,38000,2000,2000,0,"05cda104dcd80440e6f3a87edea88594f119d77d3ea609fb72506c6e7ea1cf86"
"P17-T12",20,2026195721,38001,40000,2000,2000,0,"9685a5627fbf61426960df18303fe86ddc63b07f377d881894eb842623982b1c"
"P17-T12",21,2026195722,40001,42000,2000,2000,0,"709a6a560b3cc7688ece32209809647ab09f700791682d67b90d37e8af391d29"
"P17-T12",22,2026195723,42001,44000,2000,2000,0,"0acc0e29cb7f3ef3f69b62504384fae0371fb5b1ec6380a31e99a1e4140006cc"
