"task_id","batch_id","seed","first_draw_id","last_draw_id","draws","defined_draws","invalid_fraction","H_digest_sha256"
"P17-T03",1,2026105702,1,2000,2000,2000,0,"b661f29e55c9a3852e0d419e5413250b68b119e12b8702b558faf080efecdb33"
"P17-T03",2,2026105703,2001,4000,2000,2000,0,"338c93268cc1d161a5e1d8b0706a76d28781ca75dd85d1bf1c9a93605b9076af"
"P17-T03",3,2026105704,4001,6000,2000,2000,0,"b0755d1a19689956590d9fe26b53017358d01f3611abb39925ebb8e637da8b93"
"P17-T03",4,2026105705,6001,8000,2000,2000,0,"e381c233d263c8ff8bc00e87111150651cd7a2dfd23bcb5666e61a094028d0ea"
"P17-T03",5,2026105706,8001,10000,2000,2000,0,"19680c5d9116faf04f70967eae360845df9b2c4ed69801d85a97f6ddbb658a97"
"P17-T03",6,2026105707,10001,12000,2000,2000,0,"8af98323ec3b1218080d168e5d68c59ae6b4d7efac7b5c1bfad3a98baa5d449b"
"P17-T03",7,2026105708,12001,14000,2000,2000,0,"bd3b838d5a9751ffc8ddf8934bb5165fc9ee4e52495d332167e7f8033084365e"
"P17-T03",8,2026105709,14001,16000,2000,2000,0,"5cc0ffc35317907ea9a2c6eddccd711ad63f6a2822b3594104fcd1941b08388b"
"P17-T03",9,2026105710,16001,18000,2000,2000,0,"c5514414972f3af5fb65c4273d6ddd4205db0f4e0f9ece925e9a3ccfc8b470ca"
"P17-T03",10,2026105711,18001,20000,2000,2000,0,"84e2ac047700c036af7ff420394d4ad9bbe2a9c66e1c026834722bbe7be3089b"
"P17-T03",11,2026105712,20001,22000,2000,2000,0,"6ee883546b9ed7df3d42f5dc80c24ffa975d781233322dcb7b3cedde17a092d3"
"P17-T03",12,2026105713,22001,24000,2000,2000,0,"905194534cd4dfdedabae506baf97c26795b02bfd3a19e34a9ced7a572e85482"
"P17-T03",13,2026105714,24001,26000,2000,2000,0,"72c358d54fcb892758cd406332a8504ccbb262fa683a224db8a741fdc0dde653"
"P17-T03",14,2026105715,26001,28000,2000,2000,0,"028a879919be56be6c0dd533eb2ad98038d600b9dbfbdc26a097dfa901e65b7b"
"P17-T03",15,2026105716,28001,30000,2000,2000,0,"cfe73e3d91aad39d43c5a47784653179136469932229f5330fffec762258c320"
"P17-T03",16,2026105717,30001,32000,2000,2000,0,"bf7ec5bd5bf93a1fb1ce5eb2cebed32d5bce88f5add27870c32f28c78fff3ef1"
"P17-T03",17,2026105718,32001,34000,2000,2000,0,"8683a57a94b2e4866800ed7fef910d85b09840a8f02a444852493a57812ed885"
"P17-T03",18,2026105719,34001,36000,2000,2000,0,"823d11a10a6a8128539efcc12614c9d8d5544646e1dc672f208a6475e5641e37"
"P17-T03",19,2026105720,36001,38000,2000,2000,0,"0fb246f606e5fbda884989d58e69f863b067057d07b42bb402c495550ea6d544"
"P17-T03",20,2026105721,38001,40000,2000,2000,0,"ab5645d5c4118e0510af242e77a842f44e60e3cb03887a274893ed053628fce3"
"P17-T03",21,2026105722,40001,42000,2000,2000,0,"9d3323bc812f2e0f66d663dc4edae2b0975127214017b7eab3c10c616a8c9bc0"
"P17-T03",22,2026105723,42001,44000,2000,2000,0,"50de9aab832e19f74ec367138a078832f3f9bca7d3ac2d2bd12f6d711bb47ec6"
"P17-T03",23,2026105724,44001,46000,2000,2000,0,"9189cada6c8a2b4ec2b3b5501141f8d418dac053974bdb42d3711ee712d99496"
"P17-T03",24,2026105725,46001,48000,2000,2000,0,"6362f43c90df7e18912e1729b1f5b4f8c6ea3336a3b14f1e28726c4ae62530a9"
"P17-T03",25,2026105726,48001,50000,2000,2000,0,"0c9511da639e39fb8eb17877fcf79b0e6226d75b871c2d9312593b5eac32521c"
"P17-T03",26,2026105727,50001,52000,2000,2000,0,"eab1edbbdadef0e4f7e28257bceef1dd5ae9ad7fcf97c55137437938541ea797"
"P17-T03",27,2026105728,52001,54000,2000,2000,0,"700f5093f21623440133a5754d8c96494b1d46fbaad74ffb4c05096646bfd27a"
"P17-T03",28,2026105729,54001,56000,2000,2000,0,"3b947fccd514c38188b2958261e42003edd6f302fb10ecd71ff5aefa4af46680"
"P17-T03",29,2026105730,56001,58000,2000,2000,0,"a481726b00897506ee7bba150a2516307f2943a70f76d36c321ad29967d9093b"
"P17-T03",30,2026105731,58001,60000,2000,2000,0,"2a3c3a3576330de13dead871b226a5044b6a74064ca8b07396f9bf5ee3a1cd27"
"P17-T03",31,2026105732,60001,62000,2000,2000,0,"0b1723e8102a38f412b2f22042276f3c22cd9e376c0dba4fc96b9fb8c7057556"
"P17-T03",32,2026105733,62001,64000,2000,2000,0,"17f6d802cb2222c30eae8422aef259fce271448ae13b767160af80859ae0d5db"
"P17-T03",33,2026105734,64001,66000,2000,2000,0,"e5144cb196970a54317159ec98497474351996210e0edd4d233bf91d73065e6d"
"P17-T03",34,2026105735,66001,68000,2000,2000,0,"2d216e8b7ab686682de9ea72d8beebdebe72146fd4e19916cc89ff80da63fbb8"
"P17-T03",35,2026105736,68001,70000,2000,2000,0,"8fb8c1479e1fc8c75bf64b12f406e94d2d05cc2d95f4469d14c3a5fdc3dd871a"
"P17-T03",36,2026105737,70001,72000,2000,2000,0,"30253e8c3e57dc92c58e87aaba4bf791f85f5673cbe9c1b5428fda9621756435"
"P17-T03",37,2026105738,72001,74000,2000,2000,0,"a9753eb34353b0e5d608f83cb2349dd8f9270baae0a8e15771425323aab6e061"
"P17-T03",38,2026105739,74001,76000,2000,2000,0,"f9d56710c778c15154fe4a425a36fa578d6fe731debe75a570907307223fc402"
"P17-T03",39,2026105740,76001,78000,2000,2000,0,"6cc2a94fafba37b0e540f50519712688bad3bfd0bfd009e37fdc0e3f302725fa"
"P17-T03",40,2026105741,78001,80000,2000,2000,0,"6fb7760acf0930ad694e9598927ae3bd533b063c441f161204749c447ff15fff"
"P17-T03",41,2026105742,80001,82000,2000,2000,0,"29fb9d1d8495bce3ce08f74d457da3da79be60392315e98c8f5360a17853ca66"
"P17-T03",42,2026105743,82001,84000,2000,2000,0,"a1b068e614b6b4a1ee9e5a98a5dfb6665eed3b47176b95f8c687fd1118510804"
"P17-T03",43,2026105744,84001,86000,2000,2000,0,"ca3009b472e90d520360bcaa4a49c6207c9b11ab99989d8b365fbc8fc2864384"
"P17-T03",44,2026105745,86001,88000,2000,2000,0,"dbfd6380134e12aed7e712275ed860e3372c5e421c657068389f2e318ed5b61c"
"P17-T03",45,2026105746,88001,90000,2000,2000,0,"b7a38f13fb71abe2c5c8019891b3e99d4d789d36f6d1f4fb3953d8400d013735"
"P17-T03",46,2026105747,90001,92000,2000,2000,0,"fb591c3a99fce262c84fd887c3f12b0e9ef335af62d237f33f70e60d470df678"
"P17-T03",47,2026105748,92001,94000,2000,2000,0,"8c2380de1f111af4a284ffc8b003d4b2e0af62b5d7be9716e4cceb87819ea985"
"P17-T03",48,2026105749,94001,96000,2000,2000,0,"378c8cbc3062f28b74f4bbaae834d34f3a58c9fb39cafc4e5c8ad85bceee434a"
"P17-T03",49,2026105750,96001,98000,2000,2000,0,"339a7585a2a4ce7b83175540a811138204cb3274535b437e845e155471181db6"
"P17-T03",50,2026105751,98001,99999,1999,1999,0,"1e2d34c0ce23ebe914f453db8c8c504bcd7fb18baa8c27d6f03c1016723afd5d"
